Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Host,Isolation_Source,Collection_Date
PP269494,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2012-07-04/Yale-DN01223,Orthoflavivirus denguei,10598,partial,Vietnam,Homo sapiens,blood,7/4/12
PP269495,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2012-07-05/Yale-DN01224,Orthoflavivirus denguei,10610,partial,Vietnam,Homo sapiens,blood,7/5/12
PP269496,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2012-09-13/Yale-DN01232,Orthoflavivirus denguei,10477,partial,Vietnam,Homo sapiens,blood,9/13/12
PP269497,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2012-09-14/Yale-DN01233,Orthoflavivirus denguei,10608,partial,Vietnam,Homo sapiens,blood,9/14/12
PP269498,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2012-09-27/Yale-DN01234,Orthoflavivirus denguei,10477,partial,Vietnam,Homo sapiens,blood,9/27/12
PP269499,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2012-12-10/Yale-DN01244,Orthoflavivirus denguei,10477,partial,Vietnam,Homo sapiens,blood,12/10/12
PP269500,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2013-11-19/Yale-DN01254,Orthoflavivirus denguei,10477,partial,Vietnam,Homo sapiens,blood,11/19/13
PP269501,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2013-12-09/Yale-DN01255,Orthoflavivirus denguei,10477,partial,Vietnam,Homo sapiens,blood,12/9/13
PP269502,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-03-14/Yale-DN01264,Orthoflavivirus denguei,10576,partial,Vietnam,Homo sapiens,blood,3/14/11
PP269503,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-04-19/Yale-DN01266,Orthoflavivirus denguei,10091,partial,Vietnam,Homo sapiens,blood,4/19/11
PP269504,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-09-06/Yale-DN01293,Orthoflavivirus denguei,10477,partial,Vietnam,Homo sapiens,blood,9/6/11
PP269505,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-10-10/Yale-DN01300,Orthoflavivirus denguei,10477,partial,Vietnam,Homo sapiens,blood,10/10/11
PP269506,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2010-12-02/Yale-DN01304,Orthoflavivirus denguei,10182,partial,Vietnam,Homo sapiens,blood,12/2/10
PP269507,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-06-09/Yale-DN01317,Orthoflavivirus denguei,10577,partial,Vietnam,Homo sapiens,blood,6/9/11
PP269508,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-08-08/Yale-DN01326,Orthoflavivirus denguei,10575,partial,Vietnam,Homo sapiens,blood,8/8/11
PP269509,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-09-23/Yale-DN01331,Orthoflavivirus denguei,10575,partial,Vietnam,Homo sapiens,blood,9/23/11
PP269510,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-10-26/Yale-DN01335,Orthoflavivirus denguei,10477,partial,Vietnam,Homo sapiens,blood,10/26/11
PP269511,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-11-01/Yale-DN01336,Orthoflavivirus denguei,10593,partial,Vietnam,Homo sapiens,blood,11/1/11
PP269512,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-11-04/Yale-DN01337,Orthoflavivirus denguei,10182,partial,Vietnam,Homo sapiens,blood,11/4/11
PP269513,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-12-23/Yale-DN01339,Orthoflavivirus denguei,10613,partial,Vietnam,Homo sapiens,blood,12/23/11
PP269514,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2012-01-30/Yale-DN01340,Orthoflavivirus denguei,10091,partial,Vietnam,Homo sapiens,blood,1/30/12
PP269515,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2013-03-22/Yale-DN01356,Orthoflavivirus denguei,10477,partial,Vietnam,Homo sapiens,blood,3/22/13
PP269516,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2013-12-05/Yale-DN01360,Orthoflavivirus denguei,10477,partial,Vietnam,Homo sapiens,blood,12/5/13
PP269517,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-06-29/Yale-DN01367,Orthoflavivirus denguei,10477,partial,Vietnam,Homo sapiens,blood,6/29/11
PP269518,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-07-29/Yale-DN01373,Orthoflavivirus denguei,10575,partial,Vietnam,Homo sapiens,blood,7/29/11
PP269519,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-11-09/Yale-DN01390,Orthoflavivirus denguei,10477,partial,Vietnam,Homo sapiens,blood,11/9/11
PP269520,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-11-23/Yale-DN01391,Orthoflavivirus denguei,10581,partial,Vietnam,Homo sapiens,blood,11/23/11
PP269521,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-11-25/Yale-DN01392,Orthoflavivirus denguei,10601,partial,Vietnam,Homo sapiens,blood,11/25/11
PP269522,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2012-03-21/Yale-DN01401,Orthoflavivirus denguei,10477,partial,Vietnam,Homo sapiens,blood,3/21/12
PP269523,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2012-07-11/Yale-DN01408,Orthoflavivirus denguei,10587,partial,Vietnam,Homo sapiens,blood,7/11/12
PP269524,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2012-08-15/Yale-DN01414,Orthoflavivirus denguei,10477,partial,Vietnam,Homo sapiens,blood,8/15/12
PP269525,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2013-06-26/Yale-DN01427,Orthoflavivirus denguei,10570,partial,Vietnam,Homo sapiens,blood,6/26/13
PP269526,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-11-21/Yale-DN01432,Orthoflavivirus denguei,10180,partial,Vietnam,Homo sapiens,blood,11/21/11
PP269527,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2014-07-21/Yale-DN01190-1,Orthoflavivirus denguei,10575,partial,Vietnam,Homo sapiens,blood,7/21/14
PP269528,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2012-05-29/Yale-DN01198-1,Orthoflavivirus denguei,10477,partial,Vietnam,Homo sapiens,blood,5/29/12
PP269529,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-07-04/Yale-DN01368-1,Orthoflavivirus denguei,10611,partial,Vietnam,Homo sapiens,blood,7/4/11
PP269530,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-07-11/Yale-DN01370-1,Orthoflavivirus denguei,10477,partial,Vietnam,Homo sapiens,blood,7/11/11
PP269531,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-11-18/Yale-DN01431-1,Orthoflavivirus denguei,10182,partial,Vietnam,Homo sapiens,blood,11/18/11
PP269532,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2012-05-24/Yale-DN01446-1,Orthoflavivirus denguei,10091,partial,Vietnam,Homo sapiens,blood,5/24/12
PP269533,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2013-11-18/Yale-DN01803-1,Orthoflavivirus denguei,10568,partial,Vietnam,Homo sapiens,blood,11/18/13
PP269534,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2013-07-22/Yale-DN01925-1,Orthoflavivirus denguei,10634,partial,Vietnam,Homo sapiens,blood,7/22/13
PP269535,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2014-11-13/Yale-DN01950-1,Orthoflavivirus denguei,10565,partial,Vietnam,Homo sapiens,blood,11/13/14
PP269536,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2015-11-23/Yale-DN01987-1,Orthoflavivirus denguei,10635,partial,Vietnam,Homo sapiens,blood,11/23/15
PP269537,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2015-12-14/Yale-DN01995-1,Orthoflavivirus denguei,10630,partial,Vietnam,Homo sapiens,blood,12/14/15
PP269538,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2016-12-16/Yale-DN02037-1,Orthoflavivirus denguei,10563,partial,Vietnam,Homo sapiens,blood,12/16/16
PP269539,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2017-09-15/Yale-DN02133-1,Orthoflavivirus denguei,10584,partial,Vietnam,Homo sapiens,blood,9/15/17
PP269540,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2011-12-27/Yale-DN01438,Orthoflavivirus denguei,10477,partial,Vietnam,Homo sapiens,blood,12/27/11
PP269541,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2012-04-03/Yale-DN01442,Orthoflavivirus denguei,10548,partial,Vietnam,Homo sapiens,blood,4/3/12
PP269542,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2012-05-08/Yale-DN01443,Orthoflavivirus denguei,10565,partial,Vietnam,Homo sapiens,blood,5/8/12
PP269543,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2012-06-04/Yale-DN01448,Orthoflavivirus denguei,10611,partial,Vietnam,Homo sapiens,blood,6/4/12
PP269544,dengue virus type 1,"Breban,M.I., Hill,V., Tran,V.T., Duong,K.T.H., Dong,T.H., Tran,N.V., Anders,K., Nguyen,C.V.V., Whitehorn,J., Luong,T.H., Nguyen,T., Tran,C.N.B., Cao,T., Simmons,C., Vogels,C.B.F., Carrington,L., Wills,B., Yacoub,S., Grubaugh,N.D.","Yale University, Yale School of Public Health",USA,2/10/24,DENV1/Viet_Nam/2012-07-06/Yale-DN01453,Orthoflavivirus denguei,10577,partial,Vietnam,Homo sapiens,blood,7/6/12
